id,value,count
TEST_00695,"[[790, 4160]]",1
TEST_00696,"[[190, 4980]]",1
TEST_00697,"[[710, 1300]]",1
TEST_00698,"[[0, 4980]]",1
TEST_00699,"[[0, 4980]]",1
TEST_00700,"[[1320, 4990]]",1
TEST_00701,"[[0, 4990]]",1
TEST_00702,"[[0, 540], [820, 5000]]",2
TEST_00703,"[[0, 4980]]",1
TEST_00704,"[[0, 5010]]",1
TEST_00705,"[[0, 5010]]",1
TEST_00706,"[[0, 4990]]",1
TEST_00707,"[[170, 4300]]",1
TEST_00708,"[[0, 4990]]",1
TEST_00709,"[[0, 4980]]",1
TEST_00710,"[[0, 4990]]",1
TEST_00711,"[[0, 3480]]",1
TEST_00712,"[[0, 3580], [3930, 5000]]",2
TEST_00713,"[[820, 3590]]",1
TEST_00714,"[[100, 1880]]",1
TEST_00715,"[[0, 1880], [2160, 4980]]",2
TEST_00716,"[[3070, 4980]]",1
TEST_00717,"[[0, 550]]",1
TEST_00718,"[[420, 4360]]",1
TEST_00719,"[[1530, 4180]]",1
TEST_00720,"[[0, 4980]]",1
TEST_00721,"[[0, 4990]]",1
TEST_00722,"[[0, 4980]]",1
TEST_00723,"[[2060, 4980]]",1
TEST_00724,"[[0, 5010]]",1
TEST_00725,"[[0, 4980]]",1
TEST_00726,[],0
TEST_00727,"[[0, 5000]]",1
TEST_00728,"[[0, 4980]]",1
TEST_00729,"[[150, 4980]]",1
TEST_00730,"[[140, 4980]]",1
TEST_00731,"[[0, 4990]]",1
TEST_00732,"[[0, 5010]]",1
TEST_00733,"[[40, 4980]]",1
TEST_00734,"[[0, 1350]]",1
TEST_00735,"[[700, 4990]]",1
TEST_00736,"[[0, 4980]]",1
TEST_00737,"[[2810, 4990]]",1
TEST_00738,"[[0, 3670]]",1
TEST_00739,"[[0, 4980]]",1
TEST_00740,"[[3030, 5010]]",1
TEST_00741,"[[1600, 3540]]",1
TEST_00742,"[[1410, 2160], [4090, 4990]]",2
TEST_00743,"[[0, 4980]]",1
TEST_00744,"[[0, 4980]]",1
TEST_00745,"[[0, 570], [850, 3090]]",2
TEST_00746,"[[0, 1420], [1700, 5010]]",2
TEST_00747,"[[0, 4980]]",1
TEST_00748,"[[0, 4980]]",1
TEST_00749,"[[0, 1170], [1450, 5000]]",2
TEST_00750,"[[0, 4980]]",1
TEST_00751,"[[0, 4980]]",1
TEST_00752,"[[0, 640], [2600, 4990]]",2
TEST_00753,"[[0, 5010]]",1
TEST_00754,"[[0, 4260]]",1
TEST_00755,[],0
TEST_00756,"[[0, 4980]]",1
TEST_00757,"[[0, 490], [910, 1880]]",2
TEST_00758,"[[630, 4100]]",1
TEST_00759,"[[0, 4980]]",1
TEST_00760,[],0
TEST_00761,"[[0, 4980]]",1
TEST_00762,"[[0, 350], [1410, 3190]]",2
TEST_00763,"[[0, 4980]]",1
TEST_00764,"[[1370, 3440]]",1
TEST_00765,"[[0, 4990]]",1
TEST_00766,[],0
TEST_00767,"[[80, 740], [1180, 4980]]",2
TEST_00768,"[[1290, 3360]]",1
TEST_00769,"[[1940, 3280]]",1
TEST_00770,"[[0, 5010]]",1
TEST_00771,"[[3070, 3870], [4420, 4980]]",2
TEST_00772,"[[0, 5000]]",1
TEST_00773,[],0
TEST_00774,"[[0, 370], [920, 1550], [3140, 4370]]",3
TEST_00775,"[[220, 4090]]",1
TEST_00776,"[[440, 1160], [2250, 3690]]",2
TEST_00777,"[[0, 1280]]",1
TEST_00778,"[[0, 4980]]",1
TEST_00779,"[[60, 1930]]",1
TEST_00780,"[[1100, 4990]]",1
TEST_00781,"[[60, 1600], [1900, 5000]]",2
TEST_00782,"[[0, 1440], [1720, 5000]]",2
TEST_00783,"[[0, 4990]]",1
TEST_00784,[],0
TEST_00785,"[[780, 5000]]",1
TEST_00786,"[[0, 4980]]",1
TEST_00787,"[[0, 1690], [4270, 4980]]",2
TEST_00788,"[[0, 5010]]",1
TEST_00789,"[[0, 4980]]",1
TEST_00790,"[[0, 4980]]",1
TEST_00791,"[[0, 4980]]",1
TEST_00792,"[[360, 1930]]",1
TEST_00793,"[[350, 4990]]",1
TEST_00794,"[[110, 840], [1540, 3480], [4080, 4980]]",3
TEST_00795,"[[380, 4980]]",1
TEST_00796,"[[0, 4980]]",1
TEST_00797,"[[0, 3170], [3450, 4980]]",2
TEST_00798,"[[0, 4980]]",1
TEST_00799,"[[2780, 4990]]",1
TEST_00800,"[[2050, 4980]]",1
TEST_00801,"[[0, 4980]]",1
TEST_00802,"[[2420, 4990]]",1
TEST_00803,"[[1300, 5010]]",1
TEST_00804,"[[0, 4980]]",1
TEST_00805,"[[0, 4080]]",1
TEST_00806,"[[460, 2640], [2920, 4990]]",2
TEST_00807,"[[0, 4980]]",1
TEST_00808,"[[20, 4980]]",1
TEST_00809,"[[0, 1040]]",1
TEST_00810,"[[0, 5000]]",1
TEST_00811,"[[0, 4980]]",1
TEST_00812,"[[220, 4990]]",1
TEST_00813,"[[0, 5010]]",1
TEST_00814,"[[1040, 3420]]",1
TEST_00815,"[[1280, 3040]]",1
TEST_00816,"[[3050, 4980]]",1
TEST_00817,"[[0, 4980]]",1
TEST_00818,[],0
TEST_00819,"[[0, 4980]]",1
TEST_00820,"[[260, 1150], [3000, 3770], [4050, 5000]]",3
TEST_00821,"[[0, 4980]]",1
TEST_00822,"[[1410, 5000]]",1
TEST_00823,"[[0, 5000]]",1
TEST_00824,"[[0, 4990]]",1
TEST_00825,"[[0, 4990]]",1
TEST_00826,"[[200, 1270], [2230, 4980]]",2
TEST_00827,"[[0, 4980]]",1
TEST_00828,"[[0, 500]]",1
TEST_00829,[],0
TEST_00830,"[[280, 5010]]",1
TEST_00831,[],0
TEST_00832,"[[0, 470], [1480, 2370], [3230, 5010]]",3
TEST_00833,"[[0, 4990]]",1
TEST_00834,"[[0, 4990]]",1
TEST_00835,[],0
TEST_00836,"[[0, 5010]]",1
TEST_00837,[],0
TEST_00838,"[[800, 2450]]",1
TEST_00839,[],0
TEST_00840,"[[80, 4980]]",1
TEST_00841,"[[1120, 5000]]",1
TEST_00842,"[[0, 490], [900, 2750]]",2
TEST_00843,"[[10, 4980]]",1
TEST_00844,"[[0, 4990]]",1
TEST_00845,"[[0, 4980]]",1
TEST_00846,"[[0, 4980]]",1
TEST_00847,"[[0, 4990]]",1
TEST_00848,"[[0, 4980]]",1
TEST_00849,"[[0, 1510], [1790, 5010]]",2
TEST_00850,[],0
TEST_00851,"[[0, 4980]]",1
TEST_00852,"[[0, 4990]]",1
TEST_00853,"[[540, 1900]]",1
TEST_00854,"[[0, 3260], [3550, 4980]]",2
TEST_00855,"[[0, 4980]]",1
TEST_00856,"[[0, 660], [1390, 2000], [3660, 4980]]",3
TEST_00857,"[[0, 4980]]",1
TEST_00858,[],0
TEST_00859,"[[0, 5000]]",1
TEST_00860,"[[2260, 4310]]",1
TEST_00861,"[[0, 480], [760, 4980]]",2
TEST_00862,"[[0, 5010]]",1
TEST_00863,"[[0, 4320]]",1
TEST_00864,"[[910, 3090], [3610, 4210]]",2
TEST_00865,"[[340, 1970], [2570, 3270], [3550, 4980]]",3
TEST_00866,"[[480, 4980]]",1
TEST_00867,"[[120, 4980]]",1
TEST_00868,[],0
TEST_00869,"[[3730, 5010]]",1
TEST_00870,"[[490, 3720]]",1
TEST_00871,"[[80, 4980]]",1
TEST_00872,[],0
TEST_00873,"[[0, 4980]]",1
TEST_00874,"[[2390, 4990]]",1
TEST_00875,"[[0, 4980]]",1
TEST_00876,"[[0, 4980]]",1
TEST_00877,"[[0, 4990]]",1
TEST_00878,"[[0, 4980]]",1
TEST_00879,"[[0, 5000]]",1
TEST_00880,"[[1220, 1870], [2150, 4980]]",2
TEST_00881,"[[0, 3730]]",1
TEST_00882,"[[0, 4980]]",1
TEST_00883,[],0
TEST_00884,"[[0, 500], [820, 5000]]",2
TEST_00885,"[[110, 4980]]",1
TEST_00886,"[[0, 5000]]",1
TEST_00887,"[[140, 740], [2030, 4980]]",2
TEST_00888,"[[0, 4340]]",1
TEST_00889,"[[0, 5000]]",1
TEST_00890,[],0
TEST_00891,"[[0, 4980]]",1
TEST_00892,"[[270, 5000]]",1
TEST_00893,"[[0, 840], [1120, 4980]]",2
TEST_00894,"[[0, 4980]]",1
TEST_00895,"[[1820, 3790]]",1
TEST_00896,"[[0, 4980]]",1
TEST_00897,"[[0, 4980]]",1
TEST_00898,"[[120, 3210]]",1
TEST_00899,[],0
TEST_00900,"[[0, 2270], [3510, 4980]]",2
TEST_00901,"[[490, 4990]]",1
TEST_00902,"[[1670, 5010]]",1
TEST_00903,"[[70, 4980]]",1
TEST_00904,"[[1910, 5000]]",1
TEST_00905,[],0
TEST_00906,"[[0, 4980]]",1
TEST_00907,[],0
TEST_00908,"[[650, 2280], [2610, 4170]]",2
TEST_00909,"[[530, 1770], [2210, 3470]]",2
TEST_00910,"[[0, 4990]]",1
TEST_00911,"[[190, 5010]]",1
TEST_00912,"[[150, 4980]]",1
TEST_00913,"[[150, 720], [2760, 4330]]",2
TEST_00914,"[[980, 1700], [2260, 3150], [3950, 4980]]",3
TEST_00915,"[[0, 4980]]",1
TEST_00916,"[[0, 4990]]",1
TEST_00917,[],0
TEST_00918,"[[350, 2130], [2410, 4200]]",2
TEST_00919,"[[0, 4980]]",1
TEST_00920,[],0
TEST_00921,"[[0, 970]]",1
TEST_00922,"[[0, 4980]]",1
TEST_00923,[],0
TEST_00924,[],0
TEST_00925,"[[730, 1560], [3510, 4100]]",2
TEST_00926,"[[0, 4990]]",1
TEST_00927,"[[0, 560], [880, 3320], [4210, 4980]]",3
TEST_00928,"[[0, 4980]]",1
TEST_00929,"[[0, 4980]]",1
TEST_00930,"[[0, 4980]]",1
TEST_00931,"[[0, 4260]]",1
TEST_00932,"[[0, 4990]]",1
TEST_00933,"[[0, 4980]]",1
TEST_00934,"[[0, 3920]]",1
TEST_00935,"[[170, 4980]]",1
TEST_00936,"[[0, 5010]]",1
TEST_00937,[],0
TEST_00938,"[[0, 4990]]",1
TEST_00939,"[[0, 4410]]",1
TEST_00940,"[[0, 4980]]",1
TEST_00941,"[[0, 5010]]",1
TEST_00942,"[[0, 4980]]",1
TEST_00943,"[[0, 4980]]",1
TEST_00944,"[[0, 1600], [1880, 4980]]",2
TEST_00945,"[[0, 4980]]",1
TEST_00946,"[[0, 4990]]",1
TEST_00947,"[[0, 4990]]",1
TEST_00948,"[[760, 2760]]",1
TEST_00949,"[[460, 1030], [2720, 3390]]",2
TEST_00950,"[[0, 5010]]",1
TEST_00951,"[[1280, 3880]]",1
TEST_00952,"[[0, 4980]]",1
TEST_00953,[],0
TEST_00954,"[[0, 5010]]",1
TEST_00955,"[[0, 5010]]",1
TEST_00956,"[[0, 4980]]",1
TEST_00957,"[[0, 4980]]",1
TEST_00958,"[[0, 4990]]",1
TEST_00959,"[[1360, 2760]]",1
TEST_00960,"[[0, 1590], [2090, 4160], [4440, 4990]]",3
TEST_00961,"[[330, 3400]]",1
TEST_00962,"[[0, 4980]]",1
TEST_00963,"[[0, 4990]]",1
TEST_00964,"[[40, 4990]]",1
TEST_00965,"[[1790, 2470], [2800, 4980]]",2
TEST_00966,"[[0, 4980]]",1
TEST_00967,"[[0, 5010]]",1
TEST_00968,"[[160, 4980]]",1
TEST_00969,[],0
TEST_00970,"[[0, 5000]]",1
TEST_00971,"[[1420, 4990]]",1
TEST_00972,"[[0, 5000]]",1
TEST_00973,"[[0, 4990]]",1
TEST_00974,[],0
TEST_00975,"[[0, 5000]]",1
TEST_00976,"[[0, 4980]]",1
TEST_00977,"[[0, 4980]]",1
TEST_00978,[],0
TEST_00979,"[[0, 4980]]",1
TEST_00980,"[[160, 4980]]",1
TEST_00981,"[[0, 2300], [2580, 4980]]",2
TEST_00982,[],0
TEST_00983,"[[630, 3110]]",1
TEST_00984,"[[20, 3940]]",1
TEST_00985,[],0
TEST_00986,"[[0, 4980]]",1
TEST_00987,"[[0, 4980]]",1
TEST_00988,"[[0, 5010]]",1
TEST_00989,"[[0, 4980]]",1
TEST_00990,"[[0, 980]]",1
TEST_00991,"[[0, 4990]]",1
TEST_00992,"[[3020, 5010]]",1
TEST_00993,"[[0, 4980]]",1
TEST_00994,"[[580, 3510]]",1
TEST_00995,"[[660, 2490], [2810, 4120]]",2
TEST_00996,"[[0, 4980]]",1
TEST_00997,"[[700, 4980]]",1
TEST_00998,"[[1960, 4990]]",1
TEST_00999,"[[0, 4980]]",1
TEST_01000,"[[110, 970], [1260, 4980]]",2
TEST_01001,"[[0, 4980]]",1
TEST_01002,"[[0, 4990]]",1
TEST_01003,[],0
TEST_01004,"[[180, 3950]]",1
TEST_01005,"[[0, 1650], [1980, 4980]]",2
TEST_01006,"[[0, 4980]]",1
TEST_01007,"[[0, 4980]]",1
TEST_01008,"[[950, 5010]]",1
TEST_01009,"[[60, 4330]]",1
TEST_01010,"[[870, 4320]]",1
TEST_01011,"[[1580, 3290]]",1
TEST_01012,"[[0, 5000]]",1
TEST_01013,"[[50, 5010]]",1
TEST_01014,[],0
TEST_01015,"[[1610, 5010]]",1
TEST_01016,"[[0, 4980]]",1
TEST_01017,"[[0, 4980]]",1
TEST_01018,"[[420, 3770]]",1
TEST_01019,"[[0, 4980]]",1
TEST_01020,"[[0, 4980]]",1
TEST_01021,"[[0, 4990]]",1
TEST_01022,"[[830, 1950], [2570, 4340]]",2
TEST_01023,[],0
TEST_01024,"[[1130, 3150]]",1
TEST_01025,"[[0, 4980]]",1
TEST_01026,"[[230, 3680], [4010, 4990]]",2
TEST_01027,"[[0, 1800], [2620, 3910]]",2
TEST_01028,"[[0, 5010]]",1
TEST_01029,"[[0, 5000]]",1
TEST_01030,"[[400, 3300], [3580, 4370]]",2
TEST_01031,"[[1520, 3700]]",1
TEST_01032,"[[0, 4000], [4280, 4980]]",2
TEST_01033,"[[0, 5010]]",1
TEST_01034,"[[1700, 3660]]",1
TEST_01035,"[[0, 660]]",1
TEST_01036,"[[0, 4980]]",1
TEST_01037,"[[0, 4980]]",1
TEST_01038,"[[0, 4990]]",1
TEST_01039,"[[0, 2650]]",1
TEST_01040,"[[2790, 4990]]",1
TEST_01041,"[[0, 4980]]",1
TEST_01042,"[[0, 4980]]",1
TEST_01043,"[[2570, 3980]]",1
TEST_01044,"[[30, 4980]]",1
TEST_01045,"[[20, 4980]]",1
TEST_01046,"[[1990, 3390]]",1
TEST_01047,"[[0, 4980]]",1
TEST_01048,[],0
TEST_01049,"[[0, 4980]]",1
TEST_01050,"[[0, 4980]]",1
TEST_01051,"[[0, 4980]]",1
TEST_01052,"[[0, 4980]]",1
TEST_01053,"[[0, 1820], [2260, 4190], [4570, 4990]]",3
TEST_01054,"[[170, 4980]]",1
TEST_01055,"[[2130, 4260]]",1
TEST_01056,"[[0, 4980]]",1
TEST_01057,"[[0, 4980]]",1
TEST_01058,"[[0, 5000]]",1
TEST_01059,"[[770, 3030]]",1
TEST_01060,"[[0, 480], [1630, 3780], [4100, 4980]]",3
TEST_01061,"[[300, 4150]]",1
TEST_01062,"[[20, 4980]]",1
TEST_01063,"[[0, 1590], [2020, 2640], [2920, 5000]]",3
TEST_01064,"[[0, 660], [1310, 2140], [2420, 4980]]",3
TEST_01065,"[[0, 4980]]",1
TEST_01066,"[[1170, 3460], [4100, 4980]]",2
TEST_01067,"[[0, 3360]]",1
TEST_01068,"[[130, 5000]]",1
TEST_01069,"[[1220, 2560]]",1
TEST_01070,"[[0, 4980]]",1
TEST_01071,"[[0, 4980]]",1
TEST_01072,"[[430, 4980]]",1
TEST_01073,"[[1210, 3720]]",1
TEST_01074,"[[0, 5010]]",1
TEST_01075,"[[220, 4980]]",1
TEST_01076,"[[1390, 3300]]",1
TEST_01077,"[[0, 1390], [1670, 4980]]",2
TEST_01078,"[[800, 1700]]",1
TEST_01079,"[[0, 4980]]",1
TEST_01080,"[[0, 4980]]",1
TEST_01081,"[[0, 4980]]",1
TEST_01082,[],0
TEST_01083,"[[0, 4980]]",1
TEST_01084,"[[0, 4980]]",1
TEST_01085,"[[790, 1480], [2140, 2760], [4170, 4980]]",3
TEST_01086,"[[540, 4980]]",1
TEST_01087,"[[1410, 4000]]",1
TEST_01088,"[[0, 4980]]",1
TEST_01089,"[[0, 1640], [1920, 3620], [3900, 4980]]",3
TEST_01090,"[[0, 5010]]",1
TEST_01091,"[[230, 4990]]",1
TEST_01092,"[[320, 1660]]",1
TEST_01093,"[[0, 3460]]",1
TEST_01094,"[[540, 4980]]",1
TEST_01095,"[[40, 4980]]",1
TEST_01096,"[[0, 5000]]",1
TEST_01097,"[[0, 1950], [2230, 4980]]",2
TEST_01098,"[[0, 5010]]",1
TEST_01099,"[[1860, 4980]]",1
TEST_01100,"[[70, 4980]]",1
TEST_01101,[],0
TEST_01102,"[[530, 4980]]",1
TEST_01103,"[[0, 4980]]",1
TEST_01104,"[[0, 4980]]",1
TEST_01105,"[[610, 2290]]",1
TEST_01106,"[[0, 500], [1730, 4990]]",2
TEST_01107,"[[2200, 4300]]",1
TEST_01108,"[[2220, 4980]]",1
TEST_01109,"[[0, 4990]]",1
TEST_01110,"[[0, 4980]]",1
TEST_01111,"[[2970, 4980]]",1
TEST_01112,"[[4100, 5010]]",1
TEST_01113,"[[0, 4980]]",1
TEST_01114,"[[0, 4990]]",1
TEST_01115,[],0
TEST_01116,"[[0, 4980]]",1
TEST_01117,"[[0, 1310], [2270, 4090]]",2
TEST_01118,[],0
TEST_01119,"[[0, 4980]]",1
TEST_01120,"[[0, 4990]]",1
TEST_01121,"[[880, 3130]]",1
TEST_01122,[],0
TEST_01123,"[[0, 4980]]",1
TEST_01124,"[[0, 4990]]",1
TEST_01125,"[[0, 5010]]",1
TEST_01126,"[[0, 480], [2000, 4250]]",2
TEST_01127,"[[0, 5000]]",1
TEST_01128,"[[0, 1760], [2270, 4980]]",2
TEST_01129,"[[0, 2370]]",1
TEST_01130,[],0
TEST_01131,"[[0, 4990]]",1
TEST_01132,[],0
TEST_01133,"[[730, 5010]]",1
TEST_01134,"[[160, 2400], [2680, 4030], [4360, 4980]]",3
TEST_01135,[],0
TEST_01136,"[[0, 4990]]",1
TEST_01137,"[[0, 4980]]",1
TEST_01138,[],0
TEST_01139,"[[30, 5000]]",1
TEST_01140,"[[0, 5000]]",1
TEST_01141,"[[2630, 3830]]",1
TEST_01142,"[[0, 5000]]",1
TEST_01143,"[[0, 2830]]",1
TEST_01144,[],0
TEST_01145,"[[470, 3110]]",1
TEST_01146,"[[1160, 5000]]",1
TEST_01147,"[[0, 5000]]",1
TEST_01148,[],0
TEST_01149,"[[300, 3730]]",1
TEST_01150,"[[0, 4980]]",1
TEST_01151,"[[130, 4010]]",1
TEST_01152,"[[570, 2900]]",1
TEST_01153,"[[0, 4980]]",1
TEST_01154,"[[1040, 4980]]",1
TEST_01155,"[[0, 4990]]",1
TEST_01156,[],0
TEST_01157,"[[0, 4980]]",1
TEST_01158,"[[0, 5000]]",1
TEST_01159,"[[0, 4990]]",1
TEST_01160,"[[0, 5010]]",1
TEST_01161,[],0
TEST_01162,"[[0, 780], [1360, 1930], [2530, 3090], [4170, 4980]]",4
TEST_01163,"[[0, 4990]]",1
TEST_01164,"[[0, 1660]]",1
TEST_01165,"[[380, 5010]]",1
TEST_01166,"[[570, 4340]]",1
TEST_01167,"[[10, 4980]]",1
TEST_01168,"[[0, 4980]]",1
TEST_01169,"[[140, 5010]]",1
TEST_01170,"[[100, 5000]]",1
TEST_01171,[],0
TEST_01172,"[[1610, 4030]]",1
TEST_01173,[],0
TEST_01174,"[[1220, 3990]]",1
TEST_01175,"[[2540, 5010]]",1
TEST_01176,"[[130, 770]]",1
TEST_01177,[],0
TEST_01178,"[[50, 3660], [3990, 5010]]",2
TEST_01179,"[[0, 4980]]",1
TEST_01180,"[[10, 4340]]",1
TEST_01181,"[[1930, 3050]]",1
TEST_01182,"[[0, 4990]]",1
TEST_01183,"[[0, 4380]]",1
TEST_01184,"[[0, 1460], [4050, 4980]]",2
TEST_01185,"[[310, 3610]]",1
TEST_01186,"[[0, 360]]",1
TEST_01187,[],0
TEST_01188,"[[0, 5010]]",1
TEST_01189,"[[0, 4320]]",1
TEST_01190,"[[0, 5000]]",1
TEST_01191,"[[0, 4980]]",1
TEST_01192,"[[810, 4980]]",1
TEST_01193,"[[0, 4980]]",1
TEST_01194,"[[0, 3980]]",1
TEST_01195,[],0
TEST_01196,"[[0, 4980]]",1
TEST_01197,"[[280, 5010]]",1
TEST_01198,"[[830, 5010]]",1
TEST_01199,"[[0, 2360], [2790, 4980]]",2
TEST_01200,"[[290, 4980]]",1
TEST_01201,"[[70, 3960]]",1
TEST_01202,"[[0, 530], [1320, 2530], [2810, 3430], [4040, 4980]]",4
TEST_01203,[],0
TEST_01204,"[[1040, 5010]]",1
TEST_01205,"[[0, 4980]]",1
TEST_01206,[],0
TEST_01207,"[[0, 4990]]",1
TEST_01208,"[[0, 620], [900, 1580]]",2
TEST_01209,"[[0, 4980]]",1
TEST_01210,"[[0, 4980]]",1
TEST_01211,"[[0, 4980]]",1
TEST_01212,"[[0, 4980]]",1
TEST_01213,"[[2190, 3770]]",1
TEST_01214,"[[0, 3680]]",1
TEST_01215,[],0
TEST_01216,"[[0, 4980]]",1
TEST_01217,"[[0, 4980]]",1
TEST_01218,"[[870, 3920]]",1
TEST_01219,"[[0, 4980]]",1
TEST_01220,"[[0, 5000]]",1
TEST_01221,"[[0, 5000]]",1
TEST_01222,[],0
TEST_01223,"[[0, 5010]]",1
TEST_01224,"[[0, 4980]]",1
TEST_01225,"[[300, 3070]]",1
TEST_01226,"[[0, 4980]]",1
TEST_01227,"[[0, 4980]]",1
TEST_01228,"[[1470, 3980]]",1
TEST_01229,"[[0, 2730]]",1
TEST_01230,"[[0, 650], [1390, 2000], [3630, 4980]]",3
TEST_01231,"[[0, 4980]]",1
TEST_01232,"[[0, 5010]]",1
TEST_01233,"[[0, 4980]]",1
TEST_01234,"[[0, 5010]]",1
TEST_01235,"[[1270, 3310]]",1
TEST_01236,"[[590, 1730], [3460, 4980]]",2
TEST_01237,[],0
TEST_01238,"[[40, 1400]]",1
TEST_01239,"[[0, 4980]]",1
TEST_01240,"[[20, 4980]]",1
TEST_01241,"[[0, 4980]]",1
TEST_01242,"[[180, 1580]]",1
TEST_01243,"[[0, 3830]]",1
TEST_01244,"[[0, 4980]]",1
TEST_01245,"[[800, 3420]]",1
TEST_01246,"[[0, 4980]]",1
TEST_01247,"[[0, 5000]]",1
TEST_01248,"[[110, 2230], [2510, 3280]]",2
TEST_01249,"[[30, 4980]]",1
TEST_01250,"[[0, 4980]]",1
TEST_01251,"[[0, 4990]]",1
TEST_01252,"[[2600, 5010]]",1
TEST_01253,"[[90, 4980]]",1
TEST_01254,"[[0, 4980]]",1
TEST_01255,[],0
TEST_01256,"[[410, 4980]]",1
TEST_01257,"[[2210, 4430]]",1
TEST_01258,"[[0, 4980]]",1
TEST_01259,"[[0, 5010]]",1
TEST_01260,"[[2910, 3590]]",1
TEST_01261,"[[320, 1380], [2080, 4990]]",2
TEST_01262,"[[0, 4980]]",1
TEST_01263,"[[0, 4980]]",1
TEST_01264,"[[0, 1630], [2190, 3280]]",2
TEST_01265,"[[0, 1680], [2360, 3350], [3770, 4980]]",3
TEST_01266,"[[0, 4990]]",1
TEST_01267,"[[0, 650], [1350, 2110], [2390, 4980]]",3
TEST_01268,"[[0, 2020], [2980, 3570]]",2
TEST_01269,[],0
TEST_01270,"[[2010, 2630], [3080, 4980]]",2
TEST_01271,"[[260, 2560]]",1
TEST_01272,"[[0, 4990]]",1
TEST_01273,"[[0, 4980]]",1
TEST_01274,"[[0, 5000]]",1
TEST_01275,"[[0, 1680], [2370, 3010], [3460, 4320]]",3
TEST_01276,"[[0, 4990]]",1
TEST_01277,"[[630, 4210]]",1
TEST_01278,"[[0, 4980]]",1
TEST_01279,"[[1050, 1780], [2250, 3060]]",2
TEST_01280,"[[0, 4980]]",1
TEST_01281,"[[580, 3590]]",1
TEST_01282,"[[3940, 5000]]",1
TEST_01283,"[[0, 5010]]",1
TEST_01284,"[[0, 4980]]",1
TEST_01285,"[[0, 4980]]",1
TEST_01286,"[[1680, 3560]]",1
TEST_01287,"[[0, 4980]]",1
TEST_01288,"[[0, 4980]]",1
TEST_01289,"[[0, 2630], [3000, 4980]]",2
TEST_01290,"[[0, 4990]]",1
TEST_01291,"[[770, 1590], [3400, 4980]]",2
TEST_01292,"[[0, 4980]]",1
TEST_01293,"[[0, 4990]]",1
TEST_01294,"[[240, 3710]]",1
TEST_01295,"[[0, 4990]]",1
TEST_01296,"[[50, 4980]]",1
TEST_01297,"[[2680, 4980]]",1
TEST_01298,"[[1370, 5010]]",1
TEST_01299,"[[0, 5010]]",1
TEST_01300,"[[0, 4980]]",1
TEST_01301,"[[120, 3030]]",1
TEST_01302,"[[0, 4980]]",1
TEST_01303,"[[0, 5000]]",1
TEST_01304,"[[360, 3410], [3840, 4980]]",2
TEST_01305,"[[0, 5010]]",1
TEST_01306,[],0
TEST_01307,[],0
TEST_01308,[],0
TEST_01309,"[[1250, 5000]]",1
TEST_01310,"[[3850, 4980]]",1
TEST_01311,"[[0, 4030], [4380, 4980]]",2
TEST_01312,"[[0, 1440], [2070, 4990]]",2
TEST_01313,"[[0, 4980]]",1
TEST_01314,[],0
TEST_01315,"[[530, 4990]]",1
TEST_01316,"[[0, 5010]]",1
TEST_01317,"[[0, 4980]]",1
TEST_01318,"[[0, 4990]]",1
TEST_01319,"[[0, 5010]]",1
TEST_01320,"[[0, 750], [1030, 5010]]",2
TEST_01321,"[[0, 4990]]",1
TEST_01322,"[[0, 4990]]",1
TEST_01323,"[[660, 3700]]",1
TEST_01324,"[[200, 4980]]",1
TEST_01325,"[[0, 4980]]",1
TEST_01326,[],0
TEST_01327,"[[0, 4980]]",1
TEST_01328,"[[0, 4980]]",1
TEST_01329,"[[1790, 5010]]",1
TEST_01330,"[[0, 4340]]",1
TEST_01331,"[[0, 5000]]",1
TEST_01332,"[[0, 4980]]",1
TEST_01333,[],0
TEST_01334,"[[0, 4990]]",1
TEST_01335,"[[0, 5010]]",1
TEST_01336,"[[870, 1470], [2040, 2600], [3250, 3860]]",3
TEST_01337,"[[0, 4150], [4430, 4980]]",2
TEST_01338,"[[0, 4980]]",1
TEST_01339,"[[1750, 4990]]",1
TEST_01340,"[[290, 4180]]",1
TEST_01341,"[[0, 4980]]",1
TEST_01342,"[[0, 4990]]",1
TEST_01343,"[[0, 4980]]",1
TEST_01344,"[[0, 4980]]",1
TEST_01345,"[[0, 4980]]",1
TEST_01346,"[[0, 4980]]",1
TEST_01347,[],0
TEST_01348,"[[0, 5000]]",1
TEST_01349,"[[0, 4990]]",1
TEST_01350,"[[0, 5000]]",1
TEST_01351,"[[0, 4980]]",1
TEST_01352,"[[0, 4980]]",1
TEST_01353,"[[0, 4980]]",1
TEST_01354,"[[0, 4980]]",1
TEST_01355,"[[0, 5010]]",1
TEST_01356,"[[0, 2450], [3640, 4980]]",2
TEST_01357,"[[3160, 3730]]",1
TEST_01358,"[[1910, 4980]]",1
TEST_01359,"[[0, 5010]]",1
TEST_01360,"[[0, 4980]]",1
TEST_01361,"[[0, 4980]]",1
TEST_01362,"[[410, 2770]]",1
TEST_01363,"[[110, 5010]]",1
TEST_01364,"[[310, 2420]]",1
TEST_01365,"[[0, 4990]]",1
TEST_01366,"[[0, 4980]]",1
TEST_01367,"[[0, 1910], [2190, 2780], [3580, 4980]]",3
TEST_01368,"[[0, 4980]]",1
TEST_01369,"[[0, 4980]]",1
TEST_01370,"[[0, 4980]]",1
TEST_01371,"[[2380, 4980]]",1
TEST_01372,"[[2810, 4280]]",1
TEST_01373,"[[1590, 3540]]",1
